359.135,326.483,307.119,283.366,257.876,244.76,222.214,209.585,206.453,209.268,202.267,208.377,222.07,261.801
326.483,280.344,266.798,249.841,233.362,212.006,207.689,193.231,187.251,186.211,191.061,202.782,209.265,249.625
307.119,266.798,247.523,232.425,218.923,193.969,185.95,181.293,176.273,183.97,180.519,189.925,198.975,241.736
283.366,249.841,232.425,210.527,202.337,191.324,182.654,180.407,175.029,176.907,179.748,185.8,196.806,236.474
257.876,233.362,218.923,202.337,188.582,179.258,171.635,170.792,171.743,176.339,179.453,189.229,195.022,227.136
244.76,212.006,193.969,191.324,179.258,175.255,170.065,165.614,166.888,168.012,172.314,180.131,188.771,218.376
222.214,207.689,185.95,182.654,171.635,170.065,156.498,160.453,162.841,167.407,166.896,176.469,183.37,210.269
209.585,193.231,181.293,180.407,170.792,165.614,160.453,163.329,164.116,165.257,167.028,171.2,178.474,204.394
206.453,187.251,176.273,175.029,171.743,166.888,162.841,164.116,164.085,163.692,166.581,165.535,176.662,197.056
209.268,186.211,183.97,176.907,176.339,168.012,167.407,165.257,163.692,163.34,163.868,170.038,174.808,194.942
202.267,191.061,180.519,179.748,179.453,172.314,166.896,167.028,166.581,163.868,165.502,168.943,173.078,191.069
208.377,202.782,189.925,185.8,189.229,180.131,176.469,171.2,165.535,170.038,168.943,174.131,174.692,190.965
222.07,209.265,198.975,196.806,195.022,188.771,183.37,178.474,176.662,174.808,173.078,174.692,175.047,190.928
261.801,249.625,241.736,236.474,227.136,218.376,210.269,204.394,197.056,194.942,191.069,190.965,190.928,196.303
