463.496,406.937,363.399,328.441,299.148,296.547,270.414,267.088,244.944,263.243,256.169,253.323,266.885,327.465
406.937,348.048,312.378,307.903,283.875,266.162,243.201,239.407,226.145,224.304,222.552,241.771,256.648,309.014
363.399,312.378,279.349,275.478,252.593,242.969,238.368,224.764,212.282,232.329,235.981,230.17,244.771,291.374
328.441,307.903,275.478,267.329,251.695,226.613,219.018,212.883,211.998,207.539,218.825,222.019,241.38,285.482
299.148,283.875,252.593,251.695,243.826,216.715,208.726,207.263,201.483,205.77,215.879,216.354,232.945,273.173
296.547,266.162,242.969,226.613,216.715,216.08,207.808,202.583,197.875,203.035,207.583,217.245,223.867,268.869
270.414,243.201,238.368,219.018,208.726,207.808,199.179,197.693,195.249,205.177,196.419,207.986,218.694,258.104
267.088,239.407,224.764,212.883,207.263,202.583,197.693,195.967,195.967,202.361,200.689,202.005,211.352,242.898
244.944,226.145,212.282,211.998,201.483,197.875,195.249,195.967,202.886,192.549,192.763,199.232,207.43,233.72
263.243,224.304,232.329,207.539,205.77,203.035,205.177,202.361,192.549,190.133,194.413,199.062,202.932,230.394
256.169,222.552,235.981,218.825,215.879,207.583,196.419,200.689,192.763,194.413,198.367,195.955,200.606,223.452
253.323,241.771,230.17,222.019,216.354,217.245,207.986,202.005,199.232,199.062,195.955,199.357,206.621,223.147
266.885,256.648,244.771,241.38,232.945,223.867,218.694,211.352,207.43,202.932,200.606,206.621,207.458,221.917
327.465,309.014,291.374,285.482,273.173,268.869,258.104,242.898,233.72,230.394,223.452,223.147,221.917,227.152
