378.861,323.198,304.992,283.938,267.122,248.289,228.164,213.032,204.544,194.52,193.816,208.904,219.632,262.858
323.198,281.596,263.029,247.011,227.937,214.589,197.994,189.49,185.172,186.258,192.613,203.032,210.035,250.734
304.992,263.029,241.242,233.886,218.092,202.591,191.484,184.367,183.506,180.769,178.281,196.491,200.369,238.245
283.938,247.011,233.886,215.837,202.16,191.707,182.677,172.907,177.432,173.841,180.386,187.281,195.126,232.825
267.122,227.937,218.092,202.16,189.164,179.962,168.774,159.018,166.621,168.733,178.634,185.573,196.29,228.517
248.289,214.589,202.591,191.707,179.962,172.458,166.015,164.465,164.942,167.019,174.304,181.774,188.923,220.121
228.164,197.994,191.484,182.677,168.774,166.015,161.408,158.436,163.983,166.702,175.17,174.753,185.904,208.963
213.032,189.49,184.367,172.907,159.018,164.465,158.436,164.668,162.09,162.041,162.595,174.824,183.689,203.404
204.544,185.172,183.506,177.432,166.621,164.942,163.983,162.09,163.458,162.605,165.023,170.12,175.861,199.753
194.52,186.258,180.769,173.841,168.733,167.019,166.702,162.041,162.605,164.613,166.186,169.123,173.931,194.699
193.816,192.613,178.281,180.386,178.634,174.304,175.17,162.595,165.023,166.186,163.922,167.492,173.141,192.611
208.904,203.032,196.491,187.281,185.573,181.774,174.753,174.824,170.12,169.123,167.492,170.705,173.074,190.734
219.632,210.035,200.369,195.126,196.29,188.923,185.904,183.689,175.861,173.931,173.141,173.074,179.051,189.145
262.858,250.734,238.245,232.825,228.517,220.121,208.963,203.404,199.753,194.699,192.611,190.734,189.145,195.833
