327.678,287.286,268.866,263.608,234.311,216.273,202.993,189.582,185.803,177.5,170.578,175.789,199.186,226.618
287.286,257.147,235.48,225.977,205.876,194.22,180.251,171.019,164.345,166.306,165.133,168.217,184.108,220.211
268.866,235.48,222.579,204.991,196.057,178.986,166.317,157.895,160.403,163.935,163.178,169.994,178.749,209.552
263.608,225.977,204.991,197.415,178.067,170.732,156.924,152.104,150.305,154.115,155.54,163.035,176.776,208.917
234.311,205.876,196.057,178.067,164.078,162.248,155.187,154.459,147.858,149.424,157.832,164.399,175.157,204.013
216.273,194.22,178.986,170.732,162.248,147.797,145.18,143.891,148.007,152.091,156.709,161.46,167.109,195.174
202.993,180.251,166.317,156.924,155.187,145.18,142.48,140.911,142.944,146.474,150.368,159.431,168.328,192.25
189.582,171.019,157.895,152.104,154.459,143.891,140.911,140.387,145.086,147.317,154.145,152.922,164.749,183.911
185.803,164.345,160.403,150.305,147.858,148.007,142.944,145.086,148.045,149.764,153.394,151.855,160.205,177.692
177.5,166.306,163.935,154.115,149.424,152.091,146.474,147.317,149.764,147.755,148.327,151.124,155.121,173.812
170.578,165.133,163.178,155.54,157.832,156.709,150.368,154.145,153.394,148.327,148.555,151.185,155.565,173.514
175.789,168.217,169.994,163.035,164.399,161.46,159.431,152.922,151.855,151.124,151.185,154.123,160.927,170.929
199.186,184.108,178.749,176.776,175.157,167.109,168.328,164.749,160.205,155.121,155.565,160.927,160.112,172.119
226.618,220.211,209.552,208.917,204.013,195.174,192.25,183.911,177.692,173.812,173.514,170.929,172.119,178.89
