315.581,301.707,292.082,289.745,277.904,280.748,284.759,287.29,292.465,303.442,321.734,329.445,346.071,402.678
301.707,285.146,279.75,278.617,276.106,278.291,276.655,288.145,283.77,297.342,299.272,313.397,329.764,386.866
292.082,279.75,284.572,275.563,273.139,272.381,270.971,272.612,284.687,288.909,296.818,311.246,317.475,371.988
289.745,278.617,275.563,272.073,268.931,269.716,275.008,273.712,282.592,284.958,295.163,302.936,319.626,366.575
277.904,276.106,273.139,268.931,276.991,266.58,271.113,268.242,278.999,287.031,289.041,298.427,312.888,356.138
280.748,278.291,272.381,269.716,266.58,272.92,267.19,270.677,270.398,276.684,286.789,292.882,302.626,340.02
284.759,276.655,270.971,275.008,271.113,267.19,274.983,266.018,270.183,275.327,279.713,290.202,296.98,340.408
287.29,288.145,272.612,273.712,268.242,270.677,266.018,269.513,268.055,273.581,277.043,283.763,295.842,329.468
292.465,283.77,284.687,282.592,278.999,270.398,270.183,268.055,272.301,270.66,279.138,283.592,293.644,327.11
303.442,297.342,288.909,284.958,287.031,276.684,275.327,273.581,270.66,275.884,276.875,287.541,295.716,328.471
321.734,299.272,296.818,295.163,289.041,286.789,279.713,277.043,279.138,276.875,286.451,293.333,300.497,329.924
329.445,313.397,311.246,302.936,298.427,292.882,290.202,283.763,283.592,287.541,293.333,299.29,304.298,336.619
346.071,329.764,317.475,319.626,312.888,302.626,296.98,295.842,293.644,295.716,300.497,304.298,315.394,347.747
402.678,386.866,371.988,366.575,356.138,340.02,340.408,329.468,327.11,328.471,329.924,336.619,347.747,370.85
