359.313,336.429,325.845,321.484,309.121,314.323,319.025,320.75,323.971,337.42,356.3,365.571,385.099,451.879
336.429,320.423,311.825,309.767,307.005,310.83,307.431,320.67,314.763,329.145,332.295,349.188,364.911,431.842
325.845,311.825,320.516,306.853,303.981,302.944,301.977,303.567,312.952,319.358,327.827,345.656,351.213,416.157
321.484,309.767,306.853,303.545,297.71,300.988,303.601,302.411,314.008,314.619,327.374,337.632,351.962,408.143
309.121,307.005,303.981,297.71,309.399,295.45,301.082,296.041,310.058,320.284,319.907,332.055,347.974,397.858
314.323,310.83,302.944,300.988,295.45,301.603,295.262,299.119,299.256,305.67,316.283,323.321,338.359,379.296
319.025,307.431,301.977,303.601,301.082,295.262,305.326,294.197,299.136,303.931,308.05,322.038,329.188,378.548
320.75,320.67,303.567,302.411,296.041,299.119,294.197,297.252,296.842,303.906,304.833,314.344,327.574,367.145
323.971,314.763,312.952,314.008,310.058,299.256,299.136,296.842,302.479,299.013,309.846,312.115,325.551,364.227
337.42,329.145,319.358,314.619,320.284,305.67,303.931,303.906,299.013,305.782,304.915,319.158,328.34,365.375
356.3,332.295,327.827,327.374,319.907,316.283,308.05,304.833,309.846,304.915,317.533,323.026,331.611,366.44
365.571,349.188,345.656,337.632,332.055,323.321,322.038,314.344,312.115,319.158,323.026,329.227,337.292,373.221
385.099,364.911,351.213,351.962,347.974,338.359,329.188,327.574,325.551,328.34,331.611,337.292,349.02,385.443
451.879,431.842,416.157,408.143,397.858,379.296,378.548,367.145,364.227,365.375,366.44,373.221,385.443,410.229
