287.44,274.501,267.63,265.351,254.534,257.757,260.404,262.197,268.174,280.118,294.284,303.55,318.486,366.528
274.501,261.155,256.829,255.57,252.139,256.282,254.353,262.869,260.738,272.633,274.757,288.088,302.853,351.111
267.63,256.829,260.391,252.22,250.95,250.16,249.452,252.263,260.041,265.769,273.033,285.382,292.439,338.457
265.351,255.57,252.22,247.386,246.864,248.587,252.589,251.367,258.874,262.602,271.532,279.585,292.341,333.783
254.534,252.139,250.95,246.864,252.915,245.971,249.644,247.013,255.944,264.166,265.897,274.218,287.383,324.417
257.757,256.282,250.16,248.587,245.971,251.175,245.934,250.602,248.959,254.207,263.757,268.502,277.341,310.459
260.404,254.353,249.452,252.589,249.644,245.934,252.663,244.463,249.139,254.765,257.779,266.34,272.789,311.038
262.197,262.869,252.263,251.367,247.013,250.602,244.463,246.724,247.353,250.752,255.79,262.661,272.296,301.091
268.174,260.738,260.041,258.874,255.944,248.959,249.139,247.353,249.761,248.696,256.594,260.258,270.164,299.647
280.118,272.633,265.769,262.602,264.166,254.207,254.765,250.752,248.696,255.793,255.989,264.715,271.205,301.371
294.284,274.757,273.033,271.532,265.897,263.757,257.779,255.79,256.594,255.989,262.673,269.35,276.925,303.169
303.55,288.088,285.382,279.585,274.218,268.502,266.34,262.661,260.258,264.715,269.35,275.374,280.343,309.504
318.486,302.853,292.439,292.341,287.383,277.341,272.789,272.296,270.164,271.205,276.925,280.343,289.824,320.323
366.528,351.111,338.457,333.783,324.417,310.459,311.038,301.091,299.647,301.371,303.169,309.504,320.323,341.607
