290.055,231.837,218.295,193.391,183.869,168.276,149.808,148.974,138.616,143.047,136.935,148.69,148.193,175.496
231.837,203.449,187.754,176.387,164.848,150.722,142.72,139.738,130.977,136.073,127.796,129.7,142.583,167.23
218.295,187.754,187.411,170.264,153.344,149.732,140.732,134.271,124.668,120.62,128.987,134.802,144.396,163.294
193.391,176.387,170.264,158.71,142.565,134.928,129.996,120.419,123.461,118.08,118.262,138.037,140.096,165.936
183.869,164.848,153.344,142.565,139.198,126.167,120.239,113.667,110.477,122.213,121.128,136.317,138.538,156.069
168.276,150.722,149.732,134.928,126.167,114.343,113.314,115.287,115.882,121.898,124.51,130.495,132.86,156.621
149.808,142.72,140.732,129.996,120.239,113.314,115.892,109.391,113.884,111.853,121.877,126.881,135.147,152.877
148.974,139.738,134.271,120.419,113.667,115.287,109.391,112.869,114.608,121.629,124.137,126.301,131.436,146.697
138.616,130.977,124.668,123.461,110.477,115.882,113.884,114.608,121.101,122.341,121.764,125.904,130.855,143.206
143.047,136.073,120.62,118.08,122.213,121.898,111.853,121.629,122.341,123.678,124.196,123.988,129.693,144.509
136.935,127.796,128.987,118.262,121.128,124.51,121.877,124.137,121.764,124.196,121.785,127.299,131.434,143.5
148.69,129.7,134.802,138.037,136.317,130.495,126.881,126.301,125.904,123.988,127.299,126.017,132.135,141.33
148.193,142.583,144.396,140.096,138.538,132.86,135.147,131.436,130.855,129.693,131.434,132.135,133.499,145.109
175.496,167.23,163.294,165.936,156.069,156.621,152.877,146.697,143.206,144.509,143.5,141.33,145.109,150.53
