419.543,375.923,339.147,315.474,288.411,278.965,244.932,248.764,229.235,224.709,230.449,237.078,251.368,299.286
375.923,323.454,294.197,277.853,262.817,240.339,230.489,217.44,204.758,212.783,206.922,218.772,232.441,282.671
339.147,294.197,279.598,258.524,242.081,234.682,219.738,212.573,196.716,202.5,205.197,213.966,234.608,270.233
315.474,277.853,258.524,241.406,227.248,215.767,215.133,199.971,193.496,193.509,202.614,208.093,217.958,260.108
288.411,262.817,242.081,227.248,223.208,204.319,193.54,192.789,191.104,195.352,193.348,208.192,209.814,250.442
278.965,240.339,234.682,215.767,204.319,187.642,186.751,179.657,185.657,188.958,193.992,201.375,210.66,247.821
244.932,230.489,219.738,215.133,193.54,186.751,179.428,179.968,178.31,180.159,185.092,192.457,201.493,235.323
248.764,217.44,212.573,199.971,192.789,179.657,179.968,179.03,177.091,185.094,184.909,189.157,197.03,226.574
229.235,204.758,196.716,193.496,191.104,185.657,178.31,177.091,185.225,182.889,180.169,187.56,193.643,217.999
224.709,212.783,202.5,193.509,195.352,188.958,180.159,185.094,182.889,179.406,181.743,183.868,191.864,210.817
230.449,206.922,205.197,202.614,193.348,193.992,185.092,184.909,180.169,181.743,180.864,183.932,189.855,209.34
237.078,218.772,213.966,208.093,208.192,201.375,192.457,189.157,187.56,183.868,183.932,183.128,189.399,209.207
251.368,232.441,234.608,217.958,209.814,210.66,201.493,197.03,193.643,191.864,189.855,189.399,192.883,206.291
299.286,282.671,270.233,260.108,250.442,247.821,235.323,226.574,217.999,210.817,209.34,209.207,206.291,211.579
