447.909,399.505,364.577,336.631,306.747,297.461,261.717,264.754,247.4,240.176,247.64,254.269,269.186,320.535
399.505,344.355,313.413,294.583,279.521,254.564,244.1,233.321,218.297,225.958,220.63,234.046,247.98,302.326
364.577,313.413,296.072,275.31,257.018,249.626,235.023,225.595,211.041,216.746,217.883,226.708,250.832,287.907
336.631,294.583,275.31,257.157,243.062,230.526,230.789,214.723,206.014,207.353,214.944,219.979,230.508,276.763
306.747,279.521,257.018,243.062,238.701,219.438,206.267,204.875,204.533,208.839,204.763,219.3,222.588,266.59
297.461,254.564,249.626,230.526,219.438,200.158,200.512,192.613,197.989,200.906,204.995,213.317,224.052,263.111
261.717,244.1,235.023,230.789,206.267,200.512,193.241,191.915,189.411,189.962,194.955,202.582,212.906,249.647
264.754,233.321,225.595,214.723,204.875,192.613,191.915,190.273,187.346,196.352,196.09,198.905,207.802,239.596
247.4,218.297,211.041,206.014,204.533,197.989,189.411,187.346,196.362,192.444,189.062,197.376,203.665,230.082
240.176,225.958,216.746,207.353,208.839,200.906,189.962,196.352,192.444,190.404,191.281,193.672,202.525,222.622
247.64,220.63,217.883,214.944,204.763,204.995,194.955,196.09,189.062,191.281,189.949,193.79,199.96,220.748
254.269,234.046,226.708,219.979,219.3,213.317,202.582,198.905,197.376,193.672,193.79,192.092,199.419,219.605
269.186,247.98,250.832,230.508,222.588,224.052,212.906,207.802,203.665,202.525,199.96,199.419,203.373,217.178
320.535,302.326,287.907,276.763,266.59,263.111,249.647,239.596,230.082,222.622,220.748,219.605,217.178,222.25
